bin,pkg,abspath,functions,verified,binary_id
gtlssh-keygen,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/bin/gtlssh-keygen,52,52,83018
libgensio_keepopen.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_keepopen.so,,No source files,88356
libgensio_ratelimit.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_ratelimit.so,,No source files,75845
gsound,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/bin/gsound,14,14,118768
libgensio_conacc.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_conacc.so,,No source files,26891
libgensio_certauth.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_certauth.so,,No source files,9460
libgensio_relpkt.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_relpkt.so,,No source files,62037
libgensio_trace.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_trace.so,,No source files,55788
libgensio.so.4.1.0,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/libgensio.so.4.1.0,,No source files,81844
gtlssh,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/bin/gtlssh,106,106,122158
libgensio_ax25.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_ax25.so,,No source files,79538
libgensio_cm108gpio.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_cm108gpio.so,,No source files,29868
libgensio_mux.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_mux.so,,No source files,103632
libgensio_afskmdm.so,gensio-2.6.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gensio-2.6.7-1-x86_64/usr/lib/gensio/2.6.7/libgensio_afskmdm.so,,No source files,67936
geoiplookup,geoip-1.6.12-2-x86_64,/binary-datasets/archsrc/pkg/00000/geoip-1.6.12-2-x86_64/usr/bin/geoiplookup,7,7,16611
geoiplookup6,geoip-1.6.12-2-x86_64,/binary-datasets/archsrc/pkg/00000/geoip-1.6.12-2-x86_64/usr/bin/geoiplookup6,4,4,25849
libGeoIP.so.1.6.12,geoip-1.6.12-2-x86_64,/binary-datasets/archsrc/pkg/00000/geoip-1.6.12-2-x86_64/usr/lib/libGeoIP.so.1.6.12,,No source files,106563
libgf2x.so.3.0.0,gf2x-1.3.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/gf2x-1.3.0-3-x86_64/usr/lib/libgf2x.so.3.0.0,,No source files,42821
gfan,gfan-0.6.2-3-x86_64,/binary-datasets/archsrc/pkg/00000/gfan-0.6.2-3-x86_64/usr/bin/gfan,0,0,13584
gifview,gifsicle-1.95-1-x86_64,/binary-datasets/archsrc/pkg/00000/gifsicle-1.95-1-x86_64/usr/bin/gifview,189,189,35966
gifsicle,gifsicle-1.95-1-x86_64,/binary-datasets/archsrc/pkg/00000/gifsicle-1.95-1-x86_64/usr/bin/gifsicle,428,390,39084
gifdiff,gifsicle-1.95-1-x86_64,/binary-datasets/archsrc/pkg/00000/gifsicle-1.95-1-x86_64/usr/bin/gifdiff,150,150,104061
git-cliff,git-cliff-2.4.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/git-cliff-2.4.0-1-x86_64/usr/bin/git-cliff,,No source files,39751
libgivaro.so.9.2.0,givaro-4.2.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/givaro-4.2.0-2-x86_64/usr/lib/libgivaro.so.9.2.0,,No source files,56897
Glib.so,glib-perl-1.329.4-1-x86_64,/binary-datasets/archsrc/pkg/00000/glib-perl-1.329.4-1-x86_64/usr/lib/perl5/5.38/vendor_perl/auto/Glib/Glib.so,,No source files,119342
libHSglirc-2.39.0.1-BjPxLKPUZyB8JDX6ajJZpu-ghc9.2.8.so,glirc-2.39.0.1-206-x86_64,/binary-datasets/archsrc/pkg/00000/glirc-2.39.0.1-206-x86_64/usr/lib/libHSglirc-2.39.0.1-BjPxLKPUZyB8JDX6ajJZpu-ghc9.2.8.so,,No source files,26923
glirc,glirc-2.39.0.1-206-x86_64,/binary-datasets/archsrc/pkg/00000/glirc-2.39.0.1-206-x86_64/usr/bin/glirc,0,0,111131
gozilla,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/bin/gozilla,1999,1995,57545
pygments-parser.so,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/lib/gtags/pygments-parser.so,,No source files,110648
gtags-cscope,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/bin/gtags-cscope,1871,1867,47113
gtags,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/bin/gtags,2160,2153,44896
exuberant-ctags.so,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/lib/gtags/exuberant-ctags.so,,No source files,87168
user-custom.so,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/lib/gtags/user-custom.so,,No source files,45080
universal-ctags.so,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/lib/gtags/universal-ctags.so,,No source files,40676
global,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/bin/global,2164,2157,14244
htags,global-6.6.12-1-x86_64,/binary-datasets/archsrc/pkg/00000/global-6.6.12-1-x86_64/usr/bin/htags,2350,2345,108622
libgloox.so.18.0.0,gloox-1.0.27-1-x86_64,/binary-datasets/archsrc/pkg/00000/gloox-1.0.27-1-x86_64/usr/lib/libgloox.so.18.0.0,,No source files,77514
glpsol,glpk-5.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/glpk-5.0-3-x86_64/usr/bin/glpsol,6,6,39630
libglpk.so.40.3.1,glpk-5.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/glpk-5.0-3-x86_64/usr/lib/libglpk.so.40.3.1,,No source files,52888
libgmp.so.10.5.0,gmp-6.3.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/gmp-6.3.0-2-x86_64/usr/lib/libgmp.so.10.5.0,,No source files,21231
libgmpxx.so.4.7.0,gmp-6.3.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/gmp-6.3.0-2-x86_64/usr/lib/libgmpxx.so.4.7.0,,No source files,52748
libecm.so.1.0.0,gmp-ecm-7.0.5-2-x86_64,/binary-datasets/archsrc/pkg/00000/gmp-ecm-7.0.5-2-x86_64/usr/lib/libecm.so.1.0.0,,No source files,58348
ecm,gmp-ecm-7.0.5-2-x86_64,/binary-datasets/archsrc/pkg/00000/gmp-ecm-7.0.5-2-x86_64/usr/bin/ecm,108,108,68713
gn,gn-0.2174.b3a0bff4-1-x86_64,/binary-datasets/archsrc/pkg/00000/gn-0.2174.b3a0bff4-1-x86_64/usr/bin/gn,0,0,24305
gnome-mobi-thumbnailer,gnome-epub-thumbnailer-1.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gnome-epub-thumbnailer-1.7-1-x86_64/usr/bin/gnome-mobi-thumbnailer,11,11,99172
gnome-epub-thumbnailer,gnome-epub-thumbnailer-1.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/gnome-epub-thumbnailer-1.7-1-x86_64/usr/bin/gnome-epub-thumbnailer,12,11,104794
gnuchess,gnuchess-6.2.9-3-x86_64,/binary-datasets/archsrc/pkg/00000/gnuchess-6.2.9-3-x86_64/usr/bin/gnuchess,,No source files,114243
crt0-efi-x86_64.o,gnu-efi-3.0.18-1-x86_64,/binary-datasets/archsrc/pkg/00000/gnu-efi-3.0.18-1-x86_64/usr/lib/crt0-efi-x86_64.o,,No source files,35558
netcat,gnu-netcat-0.7.1-10-x86_64,/binary-datasets/archsrc/pkg/00000/gnu-netcat-0.7.1-10-x86_64/usr/bin/netcat,38,38,98703
goaccess,goaccess-1.9.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/goaccess-1.9.3-1-x86_64/usr/bin/goaccess,1269,1200,18311
gocr,gocr-0.52-2-x86_64,/binary-datasets/archsrc/pkg/00000/gocr-0.52-2-x86_64/usr/bin/gocr,187,187,58055
gpart,gpart-0.3-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpart-0.3-5-x86_64/usr/bin/gpart,100,100,118711
gperf,gperf-3.1-5-x86_64,/binary-datasets/archsrc/pkg/00000/gperf-3.1-5-x86_64/usr/bin/gperf,,No source files,48725
libtcmalloc_minimal_debug.so.4.5.16,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libtcmalloc_minimal_debug.so.4.5.16,,No source files,14981
libtcmalloc.so.4.5.16,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libtcmalloc.so.4.5.16,,No source files,64184
libtcmalloc_debug.so.4.5.16,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libtcmalloc_debug.so.4.5.16,,No source files,74319
libtcmalloc_minimal.so.4.5.16,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libtcmalloc_minimal.so.4.5.16,,No source files,73927
libprofiler.so.0.5.11,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libprofiler.so.0.5.11,,No source files,115353
libtcmalloc_and_profiler.so.4.6.11,gperftools-2.15-1-x86_64,/binary-datasets/archsrc/pkg/00000/gperftools-2.15-1-x86_64/usr/lib/libtcmalloc_and_profiler.so.4.6.11,,No source files,25306
gphoto2,gphoto2-2.5.28-1-x86_64,/binary-datasets/archsrc/pkg/00000/gphoto2-2.5.28-1-x86_64/usr/bin/gphoto2,142,141,107755
disable-paste,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/disable-paste,1,1,122331
mouse-test,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/mouse-test,141,141,15889
mev,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/mev,8,8,32061
libgpm.so.2.1.0,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/lib/libgpm.so.2.1.0,,No source files,106616
hltest,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/hltest,13,13,117783
display-coords,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/display-coords,2,2,8388
get-versions,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/get-versions,1,1,71141
gpm,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/gpm,167,167,118037
display-buttons,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/display-buttons,2,2,96438
gpm-root,gpm-1.20.7.r38.ge82d1a6-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpm-1.20.7.r38.ge82d1a6-5-x86_64/usr/bin/gpm-root,35,33,86121
gpsmanshp.so,gpsmanshp-1.2.3-5-x86_64,/binary-datasets/archsrc/pkg/00000/gpsmanshp-1.2.3-5-x86_64/usr/lib/gpsmanshp/gpsmanshp.so,,No source files,35785
gdisk,gptfdisk-1.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/gptfdisk-1.0.10-1-x86_64/usr/bin/gdisk,,No source files,29172
cgdisk,gptfdisk-1.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/gptfdisk-1.0.10-1-x86_64/usr/bin/cgdisk,,No source files,52970
sgdisk,gptfdisk-1.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/gptfdisk-1.0.10-1-x86_64/usr/bin/sgdisk,,No source files,88588
fixparts,gptfdisk-1.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/gptfdisk-1.0.10-1-x86_64/usr/bin/fixparts,,No source files,28390
gpstrip,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gpstrip,379,379,110118
gpvc,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gpvc,264,264,16352
gpasm,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gpasm,830,829,101773
gpdasm,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gpdasm,347,347,124041
gplink,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gplink,623,623,114888
gplib,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gplib,417,417,10990
gpvo,gputils-1.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/gputils-1.5.2-1-x86_64/usr/bin/gpvo,350,350,92272
grep,grep-3.11-1-x86_64,/binary-datasets/archsrc/pkg/00000/grep-3.11-1-x86_64/usr/bin/grep,453,450,48562
grim,grim-1.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/grim-1.4.1-1-x86_64/usr/bin/grim,60,49,24322
indxbib,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/indxbib,13,10,65086
lkbib,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/lkbib,14,11,11351
addftinfo,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/addftinfo,3,3,61104
gxditview,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/gxditview,129,129,31267
tbl,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/tbl,11,8,56575
pre-grohtml,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/pre-grohtml,11,8,40911
eqn,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/eqn,13,10,105539
troff,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/troff,12,9,68336
post-grohtml,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/post-grohtml,11,8,45010
grotty,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grotty,11,8,104768
pfbtops,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/pfbtops,14,11,78177
grn,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grn,3,3,99480
refer,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/refer,5,5,20155
grolbp,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grolbp,11,8,85655
preconv,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/preconv,13,10,43360
grodvi,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grodvi,11,8,84299
grolj4,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grolj4,11,8,47702
hpftodit,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/hpftodit,11,8,21802
tfmtodit,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/tfmtodit,11,8,107795
groff,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/groff,15,12,64798
lookbib,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/lookbib,14,11,84739
soelim,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/soelim,12,9,87317
xtotroff,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/xtotroff,31,28,125965
pic,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/pic,11,8,14008
grops,groff-1.23.0-6-x86_64,/binary-datasets/archsrc/pkg/00000/groff-1.23.0-6-x86_64/usr/bin/grops,12,9,84767
gsasl,gsasl-2.2.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsasl-2.2.1-1-x86_64/usr/bin/gsasl,133,133,45312
libgsasl.so.18.0.0,gsasl-2.2.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsasl-2.2.1-1-x86_64/usr/lib/libgsasl.so.18.0.0,,No source files,27763
gsl-histogram,gsl-2.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsl-2.8-1-x86_64/usr/bin/gsl-histogram,1,1,15860
gsl-randist,gsl-2.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsl-2.8-1-x86_64/usr/bin/gsl-randist,2,2,45466
libgsl.so.28.0.0,gsl-2.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsl-2.8-1-x86_64/usr/lib/libgsl.so.28.0.0,,No source files,63484
toast,gsm-1.0.22-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsm-1.0.22-1-x86_64/usr/bin/toast,37,1,84075
libgsm.so.1.0.22,gsm-1.0.22-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsm-1.0.22-1-x86_64/usr/lib/libgsm.so.1.0.22,,No source files,55423
wsdl2h,gsoap-2.8.134-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsoap-2.8.134-1-x86_64/usr/bin/wsdl2h,48,48,95941
soapcpp2,gsoap-2.8.134-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsoap-2.8.134-1-x86_64/usr/bin/soapcpp2,374,374,117063
gsocket_uchroot_dso.so.0,gsocket-1.4.43-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsocket-1.4.43-1-x86_64/usr/lib/gsocket_uchroot_dso.so.0,,No source files,95829
gs-netcat,gsocket-1.4.43-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsocket-1.4.43-1-x86_64/usr/bin/gs-netcat,392,390,67465
gsocket_dso.so.0,gsocket-1.4.43-1-x86_64,/binary-datasets/archsrc/pkg/00000/gsocket-1.4.43-1-x86_64/usr/lib/gsocket_dso.so.0,,No source files,83108
libgss.so.3.0.3,gss-1.0.4-1-x86_64,/binary-datasets/archsrc/pkg/00000/gss-1.0.4-1-x86_64/usr/lib/libgss.so.3.0.3,,No source files,54591
gss,gss-1.0.4-1-x86_64,/binary-datasets/archsrc/pkg/00000/gss-1.0.4-1-x86_64/usr/bin/gss,45,45,106700
libmathview_backend_ps.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview_backend_ps.so.0.8.0,,No source files,12164
libmathview_frontend_libxml2.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview_frontend_libxml2.so.0.8.0,,No source files,49649
mathmlps,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/bin/mathmlps,0,0,59730
mathmlsvg,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/bin/mathmlsvg,0,0,105932
libmathview_frontend_libxml2_reader.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview_frontend_libxml2_reader.so.0.8.0,,No source files,20535
libmathview_backend_svg.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview_backend_svg.so.0.8.0,,No source files,59120
libmathview.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview.so.0.8.0,,No source files,5791
libmathview_frontend_custom_reader.so.0.8.0,gtkmathview-0.8.0-10-x86_64,/binary-datasets/archsrc/pkg/00000/gtkmathview-0.8.0-10-x86_64/usr/lib/libmathview_frontend_custom_reader.so.0.8.0,,No source files,19495
stl2gts,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/stl2gts,4,0,1667
transform,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/transform,1,0,33421
gts2xyz,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gts2xyz,2,2,100616
gts2dxf,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gts2dxf,3,0,103191
gtscheck,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gtscheck,1,0,15849
happrox,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/happrox,21,0,54912
delaunay,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/delaunay,13,0,125040
gts2oogl,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gts2oogl,21,0,30956
gts2stl,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gts2stl,2,0,5237
gtscompare,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/bin/gtscompare,10,0,74774
libgts-0.7.so.5.0.1,gts-0.7.6.121130-2-x86_64,/binary-datasets/archsrc/pkg/00000/gts-0.7.6.121130-2-x86_64/usr/lib/libgts-0.7.so.5.0.1,,No source files,78887
guetzli,guetzli-1.0.1-4-x86_64,/binary-datasets/archsrc/pkg/00000/guetzli-1.0.1-4-x86_64/usr/bin/guetzli,0,0,43129
guile2.2,guile2.2-2.2.7-4-x86_64,/binary-datasets/archsrc/pkg/00000/guile2.2-2.2.7-4-x86_64/usr/bin/guile2.2,4,4,115904
libguile-2.2.so.1.4.2,guile2.2-2.2.7-4-x86_64,/binary-datasets/archsrc/pkg/00000/guile2.2-2.2.7-4-x86_64/usr/lib/libguile-2.2.so.1.4.2,,No source files,50780
guile-readline.so.0.0.0,guile2.2-2.2.7-4-x86_64,/binary-datasets/archsrc/pkg/00000/guile2.2-2.2.7-4-x86_64/usr/lib/guile/2.2/extensions/guile-readline.so.0.0.0,,No source files,71700
libguile-3.0.so.1.7.0,guile-3.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/guile-3.0.10-1-x86_64/usr/lib/libguile-3.0.so.1.7.0,,No source files,82151
guile,guile-3.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/guile-3.0.10-1-x86_64/usr/bin/guile,4,4,112960
guile-readline.so.0.0.0,guile-3.0.10-1-x86_64,/binary-datasets/archsrc/pkg/00000/guile-3.0.10-1-x86_64/usr/lib/guile/3.0/extensions/guile-readline.so.0.0.0,,No source files,109648
libgumbo.so.2.0.1,gumbo-parser-0.12.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/gumbo-parser-0.12.1-1-x86_64/usr/lib/libgumbo.so.2.0.1,,No source files,120777
gzip,gzip-1.13-2-x86_64,/binary-datasets/archsrc/pkg/00000/gzip-1.13-2-x86_64/usr/bin/gzip,158,157,71805
happy,happy-1.20.1.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/happy-1.20.1.1-2-x86_64/usr/bin/happy,,No source files,90826
combipow,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/combipow,1,1,32012
keyspace,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/keyspace,6,6,111773
splitlen,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/splitlen,1,1,67016
hcstat2gen,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/hcstat2gen,1,1,59524
rules_optimize,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/rules_optimize,5,5,71010
expander,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/expander,1,1,14616
cutb,hashcat-utils-1.9-2-x86_64,/binary-datasets/archsrc/pkg/00000/hashcat-utils-1.9-2-x86_64/usr/bin/cutb,1,1,5269
