bin,pkg,abspath,functions,verified,binary_id
arch-hs-rdepcheck,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00000/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-rdepcheck,0,0,72175
arch-hs-diff,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00000/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-diff,0,0,20690
arch-hs-sync,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00000/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-sync,0,0,56965
libHSarch-hs-0.11.1.0-2BBiURFS8Ya2TJroDIuZs9-ghc9.2.8.so,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00000/arch-hs-0.11.1.0-144-x86_64/usr/lib/libHSarch-hs-0.11.1.0-2BBiURFS8Ya2TJroDIuZs9-ghc9.2.8.so,,No source files,47334
argon2,argon2-20190702-5-x86_64,/binary-datasets/archsrc/pkg/00000/argon2-20190702-5-x86_64/usr/bin/argon2,21,21,93834
libargon2.so.1,argon2-20190702-5-x86_64,/binary-datasets/archsrc/pkg/00000/argon2-20190702-5-x86_64/usr/lib/libargon2.so.1,,No source files,88048
aria2c,aria2-1.37.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/aria2-1.37.0-1-x86_64/usr/bin/aria2c,0,0,78257
libaria2.so.0.0.0,aria2-1.37.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/aria2-1.37.0-1-x86_64/usr/lib/libaria2.so.0.0.0,,No source files,57816
libaribb24.so.0.0.0,aribb24-1.0.3-3-x86_64,/binary-datasets/archsrc/pkg/00000/aribb24-1.0.3-3-x86_64/usr/lib/libaribb24.so.0.0.0,,No source files,47893
arm-none-eabi-addr2line,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-addr2line,2101,2067,83659
arm-none-eabi-elfedit,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-elfedit,56,56,92499
arm-none-eabi-strings,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-strings,2109,2075,57297
arm-none-eabi-size,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-size,2107,2073,86692
arm-none-eabi-c++filt,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-c++filt,2098,2064,21087
arm-none-eabi-dwp,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-dwp,363,357,61194
arm-none-eabi-gprof,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-gprof,2176,2142,111201
arm-none-eabi-gdb,arm-none-eabi-gdb-14.2-2-x86_64,/binary-datasets/archsrc/pkg/00000/arm-none-eabi-gdb-14.2-2-x86_64/usr/bin/arm-none-eabi-gdb,3838,3629,36671
libarpack.so.2.1.0,arpack-3.9.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/arpack-3.9.1-3-x86_64/usr/lib/libarpack.so.2.1.0,,No source files,40031
libparpack.so.2.1.0,arpack-3.9.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/arpack-3.9.1-3-x86_64/usr/lib/libparpack.so.2.1.0,,No source files,32801
arp-scan,arp-scan-1.10.0-4-x86_64,/binary-datasets/archsrc/pkg/00000/arp-scan-1.10.0-4-x86_64/usr/bin/arp-scan,63,63,113665
ascii,ascii-3.20-3-x86_64,/binary-datasets/archsrc/pkg/00000/ascii-3.20-3-x86_64/usr/bin/ascii,,No source files,132
sgml-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/sgml-filter.so,,No source files,23778
prezip-bin,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/bin/prezip-bin,1,1,53497
email-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/email-filter.so,,No source files,70269
libpspell.so.15.3.1,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/libpspell.so.15.3.1,,No source files,116206
tex-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/tex-filter.so,,No source files,64613
context-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/context-filter.so,,No source files,84287
texinfo-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/texinfo-filter.so,,No source files,8196
aspell,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/bin/aspell,0,0,47927
nroff-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/nroff-filter.so,,No source files,56913
word-list-compress,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/bin/word-list-compress,3,3,81381
libaspell.so.15.3.1,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/libaspell.so.15.3.1,,No source files,60447
markdown-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/markdown-filter.so,,No source files,103545
atftp,atftp-0.8.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/atftp-0.8.0-3-x86_64/usr/bin/atftp,71,71,33066
atftpd,atftp-0.8.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/atftp-0.8.0-3-x86_64/usr/bin/atftpd,90,90,70969
atopconvert,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atopconvert,25,25,89416
atopcat,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atopcat,2,2,71709
atop-2.10.0,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atop-2.10.0,305,305,87059
atop,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atop,305,305,98920
atophide,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atophide,6,6,53290
atopacctd,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/atop-2.10.0-1-x86_64/usr/bin/atopacctd,11,11,124602
libattr.so.1.1.2502,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/attr-2.5.2-1-x86_64/usr/lib/libattr.so.1.1.2502,,No source files,63818
setfattr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/attr-2.5.2-1-x86_64/usr/bin/setfattr,15,15,29232
attr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/attr-2.5.2-1-x86_64/usr/bin/attr,2,2,87860
getfattr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/attr-2.5.2-1-x86_64/usr/bin/getfattr,17,17,113600
sfinfo,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00000/audiofile-0.3.6-8-x86_64/usr/bin/sfinfo,7,7,53342
sfconvert,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00000/audiofile-0.3.6-8-x86_64/usr/bin/sfconvert,10,10,65807
libaudiofile.so.1.0.0,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00000/audiofile-0.3.6-8-x86_64/usr/lib/libaudiofile.so.1.0.0,,No source files,88549
libauparse.so.0.0.0,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/lib/libauparse.so.0.0.0,,No source files,56299
ausyscall,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/ausyscall,2,2,13947
audisp-syslog,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/audisp-syslog,10,10,85499
aulast,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/aulast,22,22,27010
auditd,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/auditd,350,350,82759
auditctl,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/auditctl,45,45,57123
audisp-remote,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/audisp-remote,103,95,76178
audisp-af_unix,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/audisp-af_unix,12,12,55920
audispd-zos-remote,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/audispd-zos-remote,42,42,120285
aulastlog,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/aulastlog,12,12,95386
ausearch,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/ausearch,223,223,41332
audisp-filter,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/audisp-filter,15,15,72522
aureport,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/bin/aureport,217,217,12957
libaudit.so.1.0.0,audit-4.0.1-3-x86_64,/binary-datasets/archsrc/pkg/00000/audit-4.0.1-3-x86_64/usr/lib/libaudit.so.1.0.0,,No source files,74284
augtool,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/augeas-1.14.1-1-x86_64/usr/bin/augtool,21,21,75378
