bin,pkg,abspath,functions,verified,binary_id
6tunnel,6tunnel-0.13-2-x86_64,/binary-datasets/archsrc/pkg/00001/6tunnel-0.13-2-x86_64/usr/bin/6tunnel,16,16,111755
a2jmidid,a2jmidid-9-4-x86_64,/binary-datasets/archsrc/pkg/00001/a2jmidid-9-4-x86_64/usr/bin/a2jmidid,84,84,118028
j2amidi_bridge,a2jmidid-9-4-x86_64,/binary-datasets/archsrc/pkg/00001/a2jmidid-9-4-x86_64/usr/bin/j2amidi_bridge,7,7,110303
a2jmidi_bridge,a2jmidid-9-4-x86_64,/binary-datasets/archsrc/pkg/00001/a2jmidid-9-4-x86_64/usr/bin/a2jmidi_bridge,5,5,19948
liba52.so.0.0.0,a52dec-0.8.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/a52dec-0.8.0-2-x86_64/usr/lib/liba52.so.0.0.0,,No source files,49355
extract_a52,a52dec-0.8.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/a52dec-0.8.0-2-x86_64/usr/bin/extract_a52,2,2,37026
a52dec,a52dec-0.8.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/a52dec-0.8.0-2-x86_64/usr/bin/a52dec,39,39,101211
aainfo,aalib-1.4rc5-18-x86_64,/binary-datasets/archsrc/pkg/00001/aalib-1.4rc5-18-x86_64/usr/bin/aainfo,1,1,108632
libaa.so.1.0.4,aalib-1.4rc5-18-x86_64,/binary-datasets/archsrc/pkg/00001/aalib-1.4rc5-18-x86_64/usr/lib/libaa.so.1.0.4,,No source files,120147
aafire,aalib-1.4rc5-18-x86_64,/binary-datasets/archsrc/pkg/00001/aalib-1.4rc5-18-x86_64/usr/bin/aafire,7,7,90735
aasavefont,aalib-1.4rc5-18-x86_64,/binary-datasets/archsrc/pkg/00001/aalib-1.4rc5-18-x86_64/usr/bin/aasavefont,1,1,10466
aatest,aalib-1.4rc5-18-x86_64,/binary-datasets/archsrc/pkg/00001/aalib-1.4rc5-18-x86_64/usr/bin/aatest,1,1,92548
aarch64-linux-gnu-gp-display-src,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gp-display-src,2815,2599,2659
aarch64-linux-gnu-gp-collect-app,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gp-collect-app,2822,2606,92943
aarch64-linux-gnu-gp-display-text,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gp-display-text,2817,2601,75584
aarch64-linux-gnu-addr2line,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-addr2line,2404,2190,110665
aarch64-linux-gnu-dwp,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-dwp,363,357,18762
aarch64-linux-gnu-elfedit,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-elfedit,56,56,19167
aarch64-linux-gnu-gprof,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gprof,2481,2267,45134
aarch64-linux-gnu-size,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-size,2412,2198,25368
aarch64-linux-gnu-c++filt,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-c++filt,2402,2188,102521
aarch64-linux-gnu-gprofng,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gprofng,2816,2600,122814
aarch64-linux-gnu-strings,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-strings,2413,2199,14144
aarch64-linux-gnu-gp-archive,aarch64-linux-gnu-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-binutils-2.42-1-x86_64/usr/bin/aarch64-linux-gnu-gp-archive,2815,2599,54674
aarch64-linux-gnu-gdb,aarch64-linux-gnu-gdb-14.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/aarch64-linux-gnu-gdb-14.2-2-x86_64/usr/bin/aarch64-linux-gnu-gdb,4759,4343,61227
libabc.so,abc-0.0.0.20221019-1-x86_64,/binary-datasets/archsrc/pkg/00001/abc-0.0.0.20221019-1-x86_64/usr/lib/libabc.so,,No source files,77323
abc,abc-0.0.0.20221019-1-x86_64,/binary-datasets/archsrc/pkg/00001/abc-0.0.0.20221019-1-x86_64/usr/bin/abc,1,1,107757
abduco,abduco-0.6-7-x86_64,/binary-datasets/archsrc/pkg/00001/abduco-0.6-7-x86_64/usr/bin/abduco,,No source files,99591
libacl.so.1.1.2302,acl-2.3.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/acl-2.3.2-1-x86_64/usr/lib/libacl.so.1.1.2302,,No source files,55426
chacl,acl-2.3.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/acl-2.3.2-1-x86_64/usr/bin/chacl,6,6,37376
setfacl,acl-2.3.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/acl-2.3.2-1-x86_64/usr/bin/setfacl,40,40,112359
getfacl,acl-2.3.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/acl-2.3.2-1-x86_64/usr/bin/getfacl,22,22,123714
acme,acme-2023.03.05-1-x86_64,/binary-datasets/archsrc/pkg/00001/acme-2023.03.05-1-x86_64/usr/bin/acme,,No source files,126489
acpi,acpi-1.7-3-x86_64,/binary-datasets/archsrc/pkg/00001/acpi-1.7-3-x86_64/usr/bin/acpi,24,24,35021
acpixtract,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpixtract,,No source files,101626
iasl,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/iasl,,No source files,95295
acpisrc,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpisrc,,No source files,59951
acpidump,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpidump,,No source files,73012
acpihelp,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpihelp,,No source files,54294
acpibin,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpibin,,No source files,57456
acpiexec,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpiexec,,No source files,120696
acpiexamples,acpica-20240321-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpica-20240321-1-x86_64/usr/bin/acpiexamples,,No source files,52592
kacpimon,acpid-2.0.34-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpid-2.0.34-1-x86_64/usr/bin/kacpimon,40,40,80099
acpid,acpid-2.0.34-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpid-2.0.34-1-x86_64/usr/bin/acpid,90,89,115812
acpi_listen,acpid-2.0.34-1-x86_64,/binary-datasets/archsrc/pkg/00001/acpid-2.0.34-1-x86_64/usr/bin/acpi_listen,10,9,20956
adnslogres,adns-1.6.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/adns-1.6.0-2-x86_64/usr/bin/adnslogres,9,9,52487
libadns.so.1.6,adns-1.6.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/adns-1.6.0-2-x86_64/usr/lib/libadns.so.1.6,,No source files,45274
adnsheloex,adns-1.6.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/adns-1.6.0-2-x86_64/usr/bin/adnsheloex,7,7,113351
adnsresfilter,adns-1.6.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/adns-1.6.0-2-x86_64/usr/bin/adnsresfilter,23,23,33134
adnshost,adns-1.6.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/adns-1.6.0-2-x86_64/usr/bin/adnshost,40,40,111343
aeolus,aeolus-0.10.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/aeolus-0.10.4-2-x86_64/usr/bin/aeolus,,No source files,103197
aeolus_txt.so,aeolus-0.10.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/aeolus-0.10.4-2-x86_64/usr/lib/aeolus_txt.so,,No source files,85295
aeolus_x11.so,aeolus-0.10.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/aeolus-0.10.4-2-x86_64/usr/lib/aeolus_x11.so,,No source files,82687
aha,aha-0.5.1-3-x86_64,/binary-datasets/archsrc/pkg/00001/aha-0.5.1-3-x86_64/usr/bin/aha,11,11,96733
libAiksaurus-1.2.so.0.0.1,aiksaurus-1.2.1-9-x86_64,/binary-datasets/archsrc/pkg/00001/aiksaurus-1.2.1-9-x86_64/usr/lib/libAiksaurus-1.2.so.0.0.1,,No source files,46767
aiksaurus,aiksaurus-1.2.1-9-x86_64,/binary-datasets/archsrc/pkg/00001/aiksaurus-1.2.1-9-x86_64/usr/bin/aiksaurus,,No source files,60874
caiksaurus,aiksaurus-1.2.1-9-x86_64,/binary-datasets/archsrc/pkg/00001/aiksaurus-1.2.1-9-x86_64/usr/bin/caiksaurus,,No source files,51267
aj-snapshot,aj-snapshot-0.9.9-2-x86_64,/binary-datasets/archsrc/pkg/00001/aj-snapshot-0.9.9-2-x86_64/usr/bin/aj-snapshot,29,29,102839
alex,alex-3.2.7.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/alex-3.2.7.4-2-x86_64/usr/bin/alex,,No source files,118783
aliki,aliki-0.3.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/aliki-0.3.0-3-x86_64/usr/bin/aliki,,No source files,62725
aliki-rt,aliki-0.3.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/aliki-0.3.0-3-x86_64/usr/bin/aliki-rt,,No source files,5675
libasound.so.2.0.0,alsa-lib-1.2.12-1-x86_64,/binary-datasets/archsrc/pkg/00001/alsa-lib-1.2.12-1-x86_64/usr/lib/libasound.so.2.0.0,,No source files,59134
aserver,alsa-lib-1.2.12-1-x86_64,/binary-datasets/archsrc/pkg/00001/alsa-lib-1.2.12-1-x86_64/usr/bin/aserver,29,29,121249
libatopology.so.2.0.0,alsa-lib-1.2.12-1-x86_64,/binary-datasets/archsrc/pkg/00001/alsa-lib-1.2.12-1-x86_64/usr/lib/libatopology.so.2.0.0,,No source files,125037
libaoss.so.0.0.0,alsa-oss-1.1.8-5-x86_64,/binary-datasets/archsrc/pkg/00001/alsa-oss-1.1.8-5-x86_64/usr/lib/libaoss.so.0.0.0,,No source files,26946
libalsatoss.so.0.0.0,alsa-oss-1.1.8-5-x86_64,/binary-datasets/archsrc/pkg/00001/alsa-oss-1.1.8-5-x86_64/usr/lib/libalsatoss.so.0.0.0,,No source files,94651
amavisd-milter,amavisd-milter-1.7.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/amavisd-milter-1.7.2-1-x86_64/usr/bin/amavisd-milter,27,27,75073
ambdec,ambdec-0.7.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/ambdec-0.7.1-2-x86_64/usr/bin/ambdec,,No source files,87873
ambdec_cli,ambdec-0.7.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/ambdec-0.7.1-2-x86_64/usr/bin/ambdec_cli,,No source files,48590
ambisonic0.so,amb-plugins-0.8.1-7-x86_64,/binary-datasets/archsrc/pkg/00001/amb-plugins-0.8.1-7-x86_64/usr/lib/ladspa/ambisonic0.so,,No source files,5864
ambisonic2.so,amb-plugins-0.8.1-7-x86_64,/binary-datasets/archsrc/pkg/00001/amb-plugins-0.8.1-7-x86_64/usr/lib/ladspa/ambisonic2.so,,No source files,7843
ambisonic1.so,amb-plugins-0.8.1-7-x86_64,/binary-datasets/archsrc/pkg/00001/amb-plugins-0.8.1-7-x86_64/usr/lib/ladspa/ambisonic1.so,,No source files,31130
ambisonic3.so,amb-plugins-0.8.1-7-x86_64,/binary-datasets/archsrc/pkg/00001/amb-plugins-0.8.1-7-x86_64/usr/lib/ladspa/ambisonic3.so,,No source files,112663
libaml.so.0.0.0,aml-0.3.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/aml-0.3.0-1-x86_64/usr/lib/libaml.so.0.0.0,,No source files,31797
antiword,antiword-0.37-10-x86_64,/binary-datasets/archsrc/pkg/00001/antiword-0.37-10-x86_64/usr/bin/antiword,444,444,120280
libapr-1.so.0.7.4,apr-1.7.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/apr-1.7.4-1-x86_64/usr/lib/libapr-1.so.0.7.4,,No source files,124171
aqhbci-tool4,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/bin/aqhbci-tool4,2,2,45594
aqpaypal-tool,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/bin/aqpaypal-tool,2,2,52802
aqbanking-cli,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/bin/aqbanking-cli,56,56,53562
aqebics-tool,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/bin/aqebics-tool,2,2,65915
libaqbanking.so.44.5.4,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/lib/libaqbanking.so.44.5.4,,No source files,112280
aqofxconnect-tool,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/bin/aqofxconnect-tool,2,2,28747
swift.so,aqbanking-6.5.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/aqbanking-6.5.4-1-x86_64/usr/lib/aqbanking/plugins/44/dbio/swift.so,,No source files,33770
arbtt-recover,arbtt-0.12.0.3-27-x86_64,/binary-datasets/archsrc/pkg/00001/arbtt-0.12.0.3-27-x86_64/usr/bin/arbtt-recover,,No source files,13178
arbtt-stats,arbtt-0.12.0.3-27-x86_64,/binary-datasets/archsrc/pkg/00001/arbtt-0.12.0.3-27-x86_64/usr/bin/arbtt-stats,,No source files,67565
arbtt-capture,arbtt-0.12.0.3-27-x86_64,/binary-datasets/archsrc/pkg/00001/arbtt-0.12.0.3-27-x86_64/usr/bin/arbtt-capture,,No source files,9528
arbtt-dump,arbtt-0.12.0.3-27-x86_64,/binary-datasets/archsrc/pkg/00001/arbtt-0.12.0.3-27-x86_64/usr/bin/arbtt-dump,,No source files,78388
arbtt-import,arbtt-0.12.0.3-27-x86_64,/binary-datasets/archsrc/pkg/00001/arbtt-0.12.0.3-27-x86_64/usr/bin/arbtt-import,,No source files,55772
arch-hs-rdepcheck,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00001/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-rdepcheck,0,0,96415
arch-hs,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00001/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs,0,0,61053
arch-hs-diff,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00001/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-diff,0,0,39946
libHSarch-hs-0.11.1.0-2BBiURFS8Ya2TJroDIuZs9-ghc9.2.8.so,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00001/arch-hs-0.11.1.0-144-x86_64/usr/lib/libHSarch-hs-0.11.1.0-2BBiURFS8Ya2TJroDIuZs9-ghc9.2.8.so,,No source files,17900
arch-hs-sync,arch-hs-0.11.1.0-144-x86_64,/binary-datasets/archsrc/pkg/00001/arch-hs-0.11.1.0-144-x86_64/usr/bin/arch-hs-sync,0,0,115893
argon2,argon2-20190702-5-x86_64,/binary-datasets/archsrc/pkg/00001/argon2-20190702-5-x86_64/usr/bin/argon2,21,21,26144
libargon2.so.1,argon2-20190702-5-x86_64,/binary-datasets/archsrc/pkg/00001/argon2-20190702-5-x86_64/usr/lib/libargon2.so.1,,No source files,21030
libaria2.so.0.0.0,aria2-1.37.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/aria2-1.37.0-1-x86_64/usr/lib/libaria2.so.0.0.0,,No source files,94471
aria2c,aria2-1.37.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/aria2-1.37.0-1-x86_64/usr/bin/aria2c,0,0,96453
libaribb24.so.0.0.0,aribb24-1.0.3-3-x86_64,/binary-datasets/archsrc/pkg/00001/aribb24-1.0.3-3-x86_64/usr/lib/libaribb24.so.0.0.0,,No source files,7421
arm-none-eabi-size,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-size,2107,2073,29867
arm-none-eabi-c++filt,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-c++filt,2098,2064,22546
arm-none-eabi-addr2line,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-addr2line,2101,2067,98868
arm-none-eabi-dwp,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-dwp,363,357,64834
arm-none-eabi-gprof,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-gprof,2176,2142,13655
arm-none-eabi-elfedit,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-elfedit,56,56,69047
arm-none-eabi-strings,arm-none-eabi-binutils-2.42-1-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-binutils-2.42-1-x86_64/usr/bin/arm-none-eabi-strings,2109,2075,45172
arm-none-eabi-gdb,arm-none-eabi-gdb-14.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/arm-none-eabi-gdb-14.2-2-x86_64/usr/bin/arm-none-eabi-gdb,3838,3629,101282
libparpack.so.2.1.0,arpack-3.9.1-3-x86_64,/binary-datasets/archsrc/pkg/00001/arpack-3.9.1-3-x86_64/usr/lib/libparpack.so.2.1.0,,No source files,53473
libarpack.so.2.1.0,arpack-3.9.1-3-x86_64,/binary-datasets/archsrc/pkg/00001/arpack-3.9.1-3-x86_64/usr/lib/libarpack.so.2.1.0,,No source files,24394
arp-scan,arp-scan-1.10.0-4-x86_64,/binary-datasets/archsrc/pkg/00001/arp-scan-1.10.0-4-x86_64/usr/bin/arp-scan,63,63,70052
ascii,ascii-3.20-3-x86_64,/binary-datasets/archsrc/pkg/00001/ascii-3.20-3-x86_64/usr/bin/ascii,,No source files,25410
libpspell.so.15.3.1,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/libpspell.so.15.3.1,,No source files,56234
aspell,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/bin/aspell,0,0,45365
email-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/email-filter.so,,No source files,62720
libaspell.so.15.3.1,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/libaspell.so.15.3.1,,No source files,110487
tex-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/tex-filter.so,,No source files,17590
context-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/context-filter.so,,No source files,108641
markdown-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/markdown-filter.so,,No source files,41117
texinfo-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/texinfo-filter.so,,No source files,17314
prezip-bin,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/bin/prezip-bin,1,1,27015
sgml-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/sgml-filter.so,,No source files,19510
word-list-compress,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/bin/word-list-compress,3,3,13792
nroff-filter.so,aspell-0.60.8.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/aspell-0.60.8.1-2-x86_64/usr/lib/aspell-0.60/nroff-filter.so,,No source files,29747
atftpd,atftp-0.8.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/atftp-0.8.0-3-x86_64/usr/bin/atftpd,90,90,117397
atftp,atftp-0.8.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/atftp-0.8.0-3-x86_64/usr/bin/atftp,71,71,106414
atop,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atop,305,305,73232
atophide,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atophide,6,6,28249
atopcat,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atopcat,2,2,8990
atop-2.10.0,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atop-2.10.0,305,305,37262
atopconvert,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atopconvert,25,25,57175
atopacctd,atop-2.10.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/atop-2.10.0-1-x86_64/usr/bin/atopacctd,11,11,120882
setfattr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/attr-2.5.2-1-x86_64/usr/bin/setfattr,15,15,119046
attr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/attr-2.5.2-1-x86_64/usr/bin/attr,2,2,29212
getfattr,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/attr-2.5.2-1-x86_64/usr/bin/getfattr,17,17,37561
libattr.so.1.1.2502,attr-2.5.2-1-x86_64,/binary-datasets/archsrc/pkg/00001/attr-2.5.2-1-x86_64/usr/lib/libattr.so.1.1.2502,,No source files,77040
libaudiofile.so.1.0.0,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00001/audiofile-0.3.6-8-x86_64/usr/lib/libaudiofile.so.1.0.0,,No source files,61801
sfinfo,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00001/audiofile-0.3.6-8-x86_64/usr/bin/sfinfo,7,7,121390
sfconvert,audiofile-0.3.6-8-x86_64,/binary-datasets/archsrc/pkg/00001/audiofile-0.3.6-8-x86_64/usr/bin/sfconvert,10,10,37887
libfa.so.1.5.3,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/lib/libfa.so.1.5.3,,No source files,26331
augprint,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/bin/augprint,29,29,61498
libaugeas.so.0.25.0,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/lib/libaugeas.so.0.25.0,,No source files,23414
augtool,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/bin/augtool,21,21,10800
augparse,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/bin/augparse,3,3,80415
augmatch,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/bin/augmatch,14,14,112623
fadot,augeas-1.14.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/augeas-1.14.1-1-x86_64/usr/bin/fadot,2,2,32349
autossh,autossh-1.4g-2-x86_64,/binary-datasets/archsrc/pkg/00001/autossh-1.4g-2-x86_64/usr/bin/autossh,27,27,49902
libavfs.so.0.0.2,avfs-1.1.5-1-x86_64,/binary-datasets/archsrc/pkg/00001/avfs-1.1.5-1-x86_64/usr/lib/libavfs.so.0.0.2,,No source files,4626
avfsd,avfs-1.1.5-1-x86_64,/binary-datasets/archsrc/pkg/00001/avfs-1.1.5-1-x86_64/usr/bin/avfsd,1203,1138,14285
axel,axel-2.17.14-1-x86_64,/binary-datasets/archsrc/pkg/00001/axel-2.17.14-1-x86_64/usr/bin/axel,105,102,109598
_sodium.abi3.so,azure-cli-2.61.0-1-any,/binary-datasets/archsrc/pkg/00001/azure-cli-2.61.0-1-any/opt/azure-cli/lib/python3.12/site-packages/nacl/_sodium.abi3.so,,No source files,85700
md.cpython-312-x86_64-linux-gnu.so,azure-cli-2.61.0-1-any,/binary-datasets/archsrc/pkg/00001/azure-cli-2.61.0-1-any/opt/azure-cli/lib/python3.12/site-packages/charset_normalizer/md.cpython-312-x86_64-linux-gnu.so,,No source files,45997
_speedups.cpython-312-x86_64-linux-gnu.so,azure-cli-2.61.0-1-any,/binary-datasets/archsrc/pkg/00001/azure-cli-2.61.0-1-any/opt/azure-cli/lib/python3.12/site-packages/markupsafe/_speedups.cpython-312-x86_64-linux-gnu.so,,No source files,40216
_bcrypt.abi3.so,azure-cli-2.61.0-1-any,/binary-datasets/archsrc/pkg/00001/azure-cli-2.61.0-1-any/opt/azure-cli/lib/python3.12/site-packages/bcrypt/_bcrypt.abi3.so,,No source files,65955
_rust.abi3.so,azure-cli-2.61.0-1-any,/binary-datasets/archsrc/pkg/00001/azure-cli-2.61.0-1-any/opt/azure-cli/lib/python3.12/site-packages/cryptography/hazmat/bindings/_rust.abi3.so,,No source files,65122
