bin,pkg,abspath,functions,verified,binary_id
libiperf.so.0.0.0,iperf3-3.17.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/iperf3-3.17.1-1-x86_64/usr/lib/libiperf.so.0.0.0,,No source files,66060
ipguard,ipguard-1.04-8-x86_64,/binary-datasets/archsrc/pkg/00001/ipguard-1.04-8-x86_64/usr/bin/ipguard,,No source files,66627
ipmitool,ipmitool-1.8.19-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipmitool-1.8.19-2-x86_64/usr/bin/ipmitool,1052,1052,86555
ipmievd,ipmitool-1.8.19-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipmitool-1.8.19-2-x86_64/usr/bin/ipmievd,526,526,36990
devlink,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/devlink,798,784,53963
rtacct,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/rtacct,51,51,68722
tc,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/tc,1067,1017,3366
ip,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/ip,1247,1234,76188
ifstat,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/ifstat,357,343,55872
rdma,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/rdma,601,569,104998
genl,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/genl,349,335,45581
arpd,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/arpd,354,340,4473
rtmon,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/rtmon,342,328,78627
vdpa,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/vdpa,412,397,27782
dcb,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/dcb,573,557,45897
ss,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/ss,531,516,121577
lnstat,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/lnstat,59,59,6914
nstat,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/nstat,357,343,109118
tipc,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/tipc,520,507,48880
bridge,iproute2-6.9.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/iproute2-6.9.0-1-x86_64/usr/bin/bridge,446,431,113263
ipset,ipset-7.21-1-x86_64,/binary-datasets/archsrc/pkg/00001/ipset-7.21-1-x86_64/usr/bin/ipset,254,236,104370
libipset.so.13.4.0,ipset-7.21-1-x86_64,/binary-datasets/archsrc/pkg/00001/ipset-7.21-1-x86_64/usr/lib/libipset.so.13.4.0,,No source files,119945
iptraf-ng,iptraf-ng-1.2.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/iptraf-ng-1.2.1-1-x86_64/usr/bin/iptraf-ng,440,440,5189
iptstate,iptstate-2.2.7-1-x86_64,/binary-datasets/archsrc/pkg/00001/iptstate-2.2.7-1-x86_64/usr/bin/iptstate,,No source files,107336
ipv6calc,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/bin/ipv6calc,26,26,70505
ipv6logconv,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/bin/ipv6logconv,14,14,17917
libipv6calc.so.4.1.0,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/lib/libipv6calc.so.4.1.0,,No source files,97224
ipv6logstats,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/bin/ipv6logstats,17,17,115233
ipv6loganon,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/bin/ipv6loganon,15,15,119090
libipv6calc_db_wrapper.so.4.1.0,ipv6calc-4.1.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipv6calc-4.1.0-2-x86_64/usr/lib/libipv6calc_db_wrapper.so.4.1.0,,No source files,85606
ipvsadm,ipvsadm-1.31-2-x86_64,/binary-datasets/archsrc/pkg/00001/ipvsadm-1.31-2-x86_64/usr/bin/ipvsadm,95,48,15000
libperl_core.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/irssi/modules/libperl_core.so,,No source files,22225
UI.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/perl5/5.38/vendor_perl/auto/Irssi/UI/UI.so,,No source files,405
libfe_perl.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/irssi/modules/libfe_perl.so,,No source files,51244
TextUI.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/perl5/5.38/vendor_perl/auto/Irssi/TextUI/TextUI.so,,No source files,117439
Irc.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/perl5/5.38/vendor_perl/auto/Irssi/Irc/Irc.so,,No source files,34675
irssi,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/bin/irssi,2662,2651,89615
libirc_proxy.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/irssi/modules/libirc_proxy.so,,No source files,15920
libotr_core.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/irssi/modules/libotr_core.so,,No source files,46466
Irssi.so,irssi-1.4.5-3-x86_64,/binary-datasets/archsrc/pkg/00001/irssi-1.4.5-3-x86_64/usr/lib/perl5/5.38/vendor_perl/auto/Irssi/Irssi.so,,No source files,71139
isatapd,isatapd-0.9.7-7-x86_64,/binary-datasets/archsrc/pkg/00001/isatapd-0.9.7-7-x86_64/usr/bin/isatapd,41,41,118335
checkisomd5,isomd5sum-1.2.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/isomd5sum-1.2.4-2-x86_64/usr/bin/checkisomd5,6,6,98997
implantisomd5,isomd5sum-1.2.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/isomd5sum-1.2.4-2-x86_64/usr/bin/implantisomd5,4,4,120549
ispell,ispell-3.4.05-1-x86_64,/binary-datasets/archsrc/pkg/00001/ispell-3.4.05-1-x86_64/usr/bin/ispell,138,138,47153
buildhash,ispell-3.4.05-1-x86_64,/binary-datasets/archsrc/pkg/00001/ispell-3.4.05-1-x86_64/usr/bin/buildhash,52,50,24607
ijoin,ispell-3.4.05-1-x86_64,/binary-datasets/archsrc/pkg/00001/ispell-3.4.05-1-x86_64/usr/bin/ijoin,13,13,32482
icombine,ispell-3.4.05-1-x86_64,/binary-datasets/archsrc/pkg/00001/ispell-3.4.05-1-x86_64/usr/bin/icombine,50,48,14101
mbsync,isync-1.4.4-4-x86_64,/binary-datasets/archsrc/pkg/00001/isync-1.4.4-4-x86_64/usr/bin/mbsync,438,422,51883
mdconvert,isync-1.4.4-4-x86_64,/binary-datasets/archsrc/pkg/00001/isync-1.4.4-4-x86_64/usr/bin/mdconvert,5,2,126166
iucode_tool,iucode-tool-2.3.1-5-x86_64,/binary-datasets/archsrc/pkg/00001/iucode-tool-2.3.1-5-x86_64/usr/bin/iucode_tool,82,80,90538
iw,iw-6.9-1-x86_64,/binary-datasets/archsrc/pkg/00001/iw-6.9-1-x86_64/usr/bin/iw,354,354,55210
jaaa,jaaa-0.9.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/jaaa-0.9.2-2-x86_64/usr/bin/jaaa,,No source files,43674
jack_delay,jack_delay-0.4.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_delay-0.4.2-2-x86_64/usr/bin/jack_delay,,No source files,40545
zalsa_out.so,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/lib/jack/zalsa_out.so,,No source files,126271
jack_midiseq,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_midiseq,4,4,14992
jack_rec,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_rec,8,8,6653
jack_intime.so,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/lib/jack/jack_intime.so,,No source files,52730
jack_cpu_load,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_cpu_load,3,3,62576
jack_transport,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_transport,24,24,104611
jack_inprocess.so,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/lib/jack/jack_inprocess.so,,No source files,16945
jack_freewheel,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_freewheel,4,4,41875
jack_impulse_grabber,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_impulse_grabber,4,4,90700
jack_simdtests,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_simdtests,0,0,25650
alsa_in,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/alsa_in,54,51,102763
jack_netsource,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_netsource,50,47,74334
jack_metro,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_metro,6,6,10863
jack_samplerate,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_samplerate,4,4,14985
jack_evmon,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_evmon,8,8,56650
jack_latent_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_latent_client,4,4,92585
jack_server_control,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_server_control,8,8,87435
jack_alias,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_alias,3,3,57800
jack_midi_latency_test,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_midi_latency_test,19,19,59471
jack_control_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_control_client,2,2,93390
jack_load_test,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_load_test,6,6,16647
jack_monitor_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_monitor_client,1,1,93994
zalsa_in.so,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/lib/jack/zalsa_in.so,,No source files,12301
jack_simple_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_simple_client,4,4,69228
jack_load,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_load,5,5,78956
jack_transport_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_transport_client,3,3,34523
jack_connect,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_connect,4,4,68633
jack_showtime,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_showtime,4,4,80752
jack_iodelay,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_iodelay,0,0,45818
jack_lsp,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_lsp,4,4,47351
jack_property,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_property,3,3,28115
jack_net_slave,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_net_slave,5,5,19409
jack_bufsize,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_bufsize,5,5,81410
jack_midi_dump,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_midi_dump,5,5,101269
jack_tw,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_tw,5,5,106854
alsa_out,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/alsa_out,54,51,12571
jack_zombie,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_zombie,3,3,121128
jack_wait,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_wait,3,3,31760
jack_net_master,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_net_master,3,3,89180
jack_midisine,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_midisine,6,6,60479
jack_unload,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_unload,1,1,48736
jack_internal_metro.so,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/lib/jack/jack_internal_metro.so,,No source files,95139
jack_thru_client,jack-example-tools-4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jack-example-tools-4-1-x86_64/usr/bin/jack_thru_client,4,4,30639
jack_meter,jackmeter-0.4-3-x86_64,/binary-datasets/archsrc/pkg/00001/jackmeter-0.4-3-x86_64/usr/bin/jack_meter,10,10,67813
jackminimix,jackminimix-0.2.1-3-x86_64,/binary-datasets/archsrc/pkg/00001/jackminimix-0.2.1-3-x86_64/usr/bin/jackminimix,23,23,87043
jack_mix_box,jack_mixer-18-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_mixer-18-2-x86_64/usr/bin/jack_mix_box,96,96,29409
_jack_mixer.cpython-312-x86_64-linux-gnu.so,jack_mixer-18-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_mixer-18-2-x86_64/usr/lib/python3.12/site-packages/jack_mixer/_jack_mixer.cpython-312-x86_64-linux-gnu.so,,No source files,112035
jack-stdin,jack-stdio-1.6-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack-stdio-1.6-2-x86_64/usr/bin/jack-stdin,7,7,50680
jack-stdout,jack-stdio-1.6-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack-stdio-1.6-2-x86_64/usr/bin/jack-stdout,7,7,67905
jack_fpmon,jack_utils-0.0.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_utils-0.0.1-2-x86_64/usr/bin/jack_fpmon,,No source files,13110
jack_check,jack_utils-0.0.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_utils-0.0.1-2-x86_64/usr/bin/jack_check,,No source files,17473
jack_proxy,jack_utils-0.0.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/jack_utils-0.0.1-2-x86_64/usr/bin/jack_proxy,,No source files,41202
jad,jad-1.5.8e-11-x86_64,/binary-datasets/archsrc/pkg/00001/jad-1.5.8e-11-x86_64/usr/bin/jad,,No source files,78037
libjansson.so.4.14.0,jansson-2.14-4-x86_64,/binary-datasets/archsrc/pkg/00001/jansson-2.14-4-x86_64/usr/lib/libjansson.so.4.14.0,,No source files,37445
japa,japa-0.9.4-3-x86_64,/binary-datasets/archsrc/pkg/00001/japa-0.9.4-3-x86_64/usr/bin/japa,,No source files,81492
jbig2dec,jbig2dec-0.20-1-x86_64,/binary-datasets/archsrc/pkg/00001/jbig2dec-0.20-1-x86_64/usr/bin/jbig2dec,27,27,86006
libjbig2dec.so.0.0.0,jbig2dec-0.20-1-x86_64,/binary-datasets/archsrc/pkg/00001/jbig2dec-0.20-1-x86_64/usr/lib/libjbig2dec.so.0.0.0,,No source files,79855
pbmtojbg85,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/bin/pbmtojbg85,5,5,103988
pbmtojbg,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/bin/pbmtojbg,5,5,35057
jbgtopbm,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/bin/jbgtopbm,6,6,57267
libjbig.so.2.1,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/lib/libjbig.so.2.1,,No source files,54497
libjbig85.so.2.1,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/lib/libjbig85.so.2.1,,No source files,92819
jbgtopbm85,jbigkit-2.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/jbigkit-2.1-8-x86_64/usr/bin/jbgtopbm85,3,3,9228
jconvolver,jconvolver-1.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jconvolver-1.1.0-3-x86_64/usr/bin/jconvolver,,No source files,27478
makemulti,jconvolver-1.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jconvolver-1.1.0-3-x86_64/usr/bin/makemulti,,No source files,64414
fconvolver,jconvolver-1.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jconvolver-1.1.0-3-x86_64/usr/bin/fconvolver,,No source files,108736
jfs_debugfs,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/jfs_debugfs,74,74,109423
jfs_logdump,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/jfs_logdump,76,76,21799
jfs_fscklog,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/jfs_fscklog,40,40,18482
jfs_tune,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/jfs_tune,25,25,94240
jfs_mkfs,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/jfs_mkfs,55,55,6421
fsck.jfs,jfsutils-1.1.15-9-x86_64,/binary-datasets/archsrc/pkg/00001/jfsutils-1.1.15-9-x86_64/usr/bin/fsck.jfs,404,404,70592
jgmenu-socket,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-socket,,No source files,14256
jgmenu-greeneye,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-greeneye,,No source files,55615
jgmenu,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/bin/jgmenu,142,142,82671
jgmenu-obtheme,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-obtheme,,No source files,93379
jgmenu-apps,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-apps,,No source files,20554
jgmenu-lx,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-lx,,No source files,76354
jgmenu-config,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-config,,No source files,96454
jgmenu-i18n,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-i18n,,No source files,32163
jgmenu-ob,jgmenu-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jgmenu-4.4.1-1-x86_64/usr/lib/jgmenu/jgmenu-ob,,No source files,100101
jhead,jhead-3.08-1-x86_64,/binary-datasets/archsrc/pkg/00001/jhead-3.08-1-x86_64/usr/bin/jhead,58,58,66170
libjitterentropy.so.3.5.0,jitterentropy-3.5.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/jitterentropy-3.5.0-1-x86_64/usr/lib/libjitterentropy.so.3.5.0,,No source files,42191
jnoisemeter,jnoisemeter-0.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00001/jnoisemeter-0.4.1-1-x86_64/usr/bin/jnoisemeter,,No source files,69244
jo,jo-1.9-1-x86_64,/binary-datasets/archsrc/pkg/00001/jo-1.9-1-x86_64/usr/bin/jo,81,81,70972
jomon,jomon-0.3.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/jomon-0.3.4-1-x86_64/usr/bin/jomon,,No source files,126142
jpeg-recompress,jpeg-archive-2.2.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jpeg-archive-2.2.0-3-x86_64/usr/bin/jpeg-recompress,423,422,44039
jpeg-compare,jpeg-archive-2.2.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jpeg-archive-2.2.0-3-x86_64/usr/bin/jpeg-compare,425,424,32638
jpeg-hash,jpeg-archive-2.2.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/jpeg-archive-2.2.0-3-x86_64/usr/bin/jpeg-hash,419,418,92426
jpegoptim,jpegoptim-1.5.5-1-x86_64,/binary-datasets/archsrc/pkg/00001/jpegoptim-1.5.5-1-x86_64/usr/bin/jpegoptim,,No source files,126507
libjq.so.1.0.4,jq-1.7.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/jq-1.7.1-2-x86_64/usr/lib/libjq.so.1.0.4,,No source files,86993
jq,jq-1.7.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/jq-1.7.1-2-x86_64/usr/bin/jq,774,673,97255
libJudy.so.1.0.3,judy-1.0.5-7-x86_64,/binary-datasets/archsrc/pkg/00001/judy-1.0.5-7-x86_64/usr/lib/libJudy.so.1.0.3,,No source files,17436
kak,kakoune-2024.05.18-2-x86_64,/binary-datasets/archsrc/pkg/00001/kakoune-2024.05.18-2-x86_64/usr/bin/kak,,No source files,104646
kanshi,kanshi-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/kanshi-1.7.0-1-x86_64/usr/bin/kanshi,96,90,121260
kanshictl,kanshi-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00001/kanshi-1.7.0-1-x86_64/usr/bin/kanshictl,6,6,60806
spawn_login,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/spawn_login,7,7,117077
setlogcons,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/setlogcons,9,9,1021
kbdrate,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/kbdrate,10,10,8240
psfxtable,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/psfxtable,36,36,10478
setkeycodes,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/setkeycodes,11,11,12139
setmetamode,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/setmetamode,11,11,12252
outpsfheader,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/outpsfheader,2,2,14508
deallocvt,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/deallocvt,10,10,21011
clrunimap,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/clrunimap,24,24,27179
screendump,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/screendump,6,6,29473
getunimap,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/getunimap,26,26,33265
resizecons,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/resizecons,44,44,43676
setfont,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/setfont,99,99,46086
setvtrgb,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/setvtrgb,13,13,119654
vlock,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/vlock,21,21,64838
openvt,kbd-2.6.4-1-x86_64,/binary-datasets/archsrc/pkg/00001/kbd-2.6.4-1-x86_64/usr/bin/openvt,14,14,69631
